book_id,author,desc,genre,isbn,isbn13,link,pages,rating,reviews,title,totalratings,title_clean,author_clean,bookformat_clean,genres_list,desc_clean,word_count
21303,"Hisako Arai,Yoko Sanjo","This charming collection of delightful, easy-to-make patchwork projects, originally published in Japan, is perfect for creating gifts for loved ones. Using five classic quilt patterns---simple squares, hexagons, log cabins, stars, and polygons---the projects range from pincushions, potholders, and pillows to handbags, coin purses, and a variety of zippered cases that are quick to make. This is the perfect book for beginner quilters or veterans looking for small projects and fun ways to use up their fabric stash.,Each project is accompanied by:,-clear construction diagrams,-step-by-step instructions for how to cut, arrange, and sew up the project,Whether you're a newbie or a comfortable quilter, the projects, fabrics, and designs in this book will inspire you to create not one, but many of the projects to give as wonderful gifts!","Crafts,Quilting,Nonfiction,Art,Crafts,Crafts,Sewing",312591365,9.78E+12,https://goodreads.com/book/show/13165302-sweet-simple-patchwork-gifts,128.0,3.87,7,Sweet & Simple Patchwork Gifts: 25 Charming Projects to Make Using Classic Quilt Motifs,23,sweet & simple patchwork gifts: 25 charming projects to make using classic quilt motifs,"hisako arai,yoko sanjo",Paperback,"['crafts', 'quilting', 'nonfiction', 'art', 'sewing']",this charming collection of delightful easy to make patchwork projects originally published in japan is perfect for creating gifts for loved ones using five classic quilt patterns simple squares hexagons log cabins stars and polygons the projects range from pincushions potholders and pillows to handbags coin purses and a variety of zippered cases that are quick to make this is the perfect book for beginner quilters or veterans looking for small projects and fun ways to use up their fabric stash each project is accompanied by clear construction diagrams step by step instructions for how to cut arrange and sew up the project whether you re a newbie or a comfortable quilter the projects fabrics and designs in this book will inspire you to create not one but many of the projects to give as wonderful gifts,137
17856,"Jack Dongarra,Iain S. Duff,Danny C. Sorensen","This book presents a unified treatment of recently developed techniques and current understanding about solving systems of linear equations and large scale eigenvalue problems on high-performance computers. It provides a rapid introduction to the world of vector and parallel processing for these linear algebra applications. Topics include major elements of advanced-architecture computers and their performance, recent algorithmic development, and software for direct solution of dense matrix problems, direct solution of sparse systems of equations, iterative solution of sparse systems of equations, and solution of large sparse eigenvalue problems. This book supercedes the SIAM publication Solving Linear Systems on Vector and Shared Memory Computers, which appeared in 1990. The new book includes a considerable amount of new material in addition to incorporating a substantial revision of existing text.","Science,Mathematics,Computer Science,Computers,Mathematics,Algebra",898714281,9.78E+12,https://goodreads.com/book/show/1462973.Numerical_Linear_Algebra_For_High_Performance_Computers,,4.33,0,Numerical Linear Algebra For High Performance Computers,3,numerical linear algebra for high performance computers,"jack dongarra,iain s. duff,danny c. sorensen",Paperback,"['science', 'mathematics', 'computer science', 'computers', 'algebra']",this book presents a unified treatment of recently developed techniques and current understanding about solving systems of linear equations and large scale eigenvalue problems on high performance computers it provides a rapid introduction to the world of vector and parallel processing for these linear algebra applications topics include major elements of advanced architecture computers and their performance recent algorithmic development and software for direct solution of dense matrix problems direct solution of sparse systems of equations iterative solution of sparse systems of equations and solution of large sparse eigenvalue problems this book supercedes the siam publication solving linear systems on vector and shared memory computers which appeared in 1990 the new book includes a considerable amount of new material in addition to incorporating a substantial revision of existing text,129
38847,"Henry John Drewal,Margaret Thompson Drewal",".."". an exceptionally rich source for all those interested insymbolic, religious or social studies."" -- Tribus,.."".an excellent book... fascinating to read."" -- Research in AfricanLiteratures,.."". a volume that establishes the standards bywhich future works on the masked festivals of the Yoruba and other Sub-SaharanAfrican peoples will be judged."" -- African Arts,.."".the most sophisticated art historical analysis of a single African aesthetictradition."" -- Tribal Arts Review",Art,253325692,9.78E+12,https://goodreads.com/book/show/1232461.Gelede,306.0,4.46,0,Gelede: Art and Female Power Among the Yoruba,13,gelede: art and female power among the yoruba,"henry john drewal,margaret thompson drewal",Unknown,['art'],an exceptionally rich source for all those interested insymbolic religious or social studies tribus an excellent book fascinating to read research in africanliteratures a volume that establishes the standards bywhich future works on the masked festivals of the yoruba and other sub saharanafrican peoples will be judged african arts the most sophisticated art historical analysis of a single african aesthetictradition tribal arts review,63
37764,James C. Maxon,"For eons a great river carved its way through the wilderness, a murky ribbon of churning, silt-laden water. Then came man with his gigantic dams and azure, sprawling lakes. Water, desert, dams, and mountains--astonishing contrasts in an immense land where nature, in the final analysis, is still in control. ,Lake Mead National Recreation Area, located in southern Nevada and northern Arizona, was established in 1964. It includes Lake Mead (Hoover Dam) and Lake Mohave (Davis Dam).",History,916122611,9.78E+12,https://goodreads.com/book/show/1100034.Lake_Mead_Hoover_Dam,48.0,3.5,1,Lake Mead & Hoover Dam: The Story Behind the Scenery,6,lake mead & hoover dam: the story behind the scenery,james c. maxon,Paperback,['history'],for eons a great river carved its way through the wilderness a murky ribbon of churning silt laden water then came man with his gigantic dams and azure sprawling lakes water desert dams and mountains astonishing contrasts in an immense land where nature in the final analysis is still in control lake mead national recreation area located in southern nevada and northern arizona was established in 1964 it includes lake mead hoover dam and lake mohave davis dam,78
43311,Roger D. Markwick,"This is the first comprehensive study in English of Soviet women who fought against the genocidal, misogynist, Nazi enemy on the Eastern Front during the Second World War. Drawing on a vast array of original archival, memoir, and published sources, this book captures the everyday experiences of Soviet women fighting, living and dying on the front.","History,Cultural,Russia,War,World War II",128353231X,9.78E+12,https://goodreads.com/book/show/17005660-soviet-women-on-the-frontline-in-the-second-world-war,330.0,4.0,0,Soviet Women on the Frontline in the Second World War,3,soviet women on the frontline in the second world war,roger d. markwick,Ebook,"['history', 'cultural', 'russia', 'war', 'world war ii']",this is the first comprehensive study in english of soviet women who fought against the genocidal misogynist nazi enemy on the eastern front during the second world war drawing on a vast array of original archival memoir and published sources this book captures the everyday experiences of soviet women fighting living and dying on the front,56
17648,James E. Faulconer,"Faith, Philosophy, Scripture is a collection of 10 essays resulting from Professor James E. Faulconer s work as a philosopher and his abiding faith as a Latter-day Saint. Faith is the starting point, and philosophy is its supplement rather than competitor. Faulconer writes, The confidence of my faith, a confidence that came by revelation, has allowed me to hear the questions of philosophy without fear, and philosophy has never asked me to give up my faith, though it has asked questions about it. These essays ask what it means to remember (as our faith often calls us to do), how faith and reason are related to each other, what the place of theology is in revealed religion, and how we should think about scripture. The intent behind the book is to help the reader see how faith, philosophy, and scripture can be part of a whole life, each helping make sense of the others, with faith as the ground and center of them all.","Religion,Lds,Mormonism,Christianity,Lds",,9.76E+12,https://goodreads.com/book/show/10124343-faith-philosophy-scripture,,4.33,5,"Faith, Philosophy, Scripture",18,"faith, philosophy, scripture",james e. faulconer,Unknown,"['religion', 'lds', 'mormonism', 'christianity']",faith philosophy scripture is a collection of 10 essays resulting from professor james e faulconer s work as a philosopher and his abiding faith as a latter day saint faith is the starting point and philosophy is its supplement rather than competitor faulconer writes the confidence of my faith a confidence that came by revelation has allowed me to hear the questions of philosophy without fear and philosophy has never asked me to give up my faith though it has asked questions about it these essays ask what it means to remember as our faith often calls us to do how faith and reason are related to each other what the place of theology is in revealed religion and how we should think about scripture the intent behind the book is to help the reader see how faith philosophy and scripture can be part of a whole life each helping make sense of the others with faith as the ground and center of them all,165
29702,Glenn Flear,"In this ideal book for players wishing to improve their endgame play, Grandmaster Glenn Flear explains the fundamental principles which must be mastered. Taking examples from his own games and those of other players, he shows how drawn positions can be converted into victories and lost positions saved at the last moment. It explains the important principles of every type of ending, provides an easy step-by-step guide to better endgame play, a revolutionary layout to help readers absorb the key ideas and includes a variety of test positions to enable readers to gauge their progress. (6 7/8 x 9 5/8, 160 pages, b&w illustrations)","Games,Chess",1857442466,9.78E+12,https://goodreads.com/book/show/1604016.Improve_Your_Endgame_Play,160.0,3.6,0,Improve Your Endgame Play,5,improve your endgame play,glenn flear,Paperback,"['games', 'chess']",in this ideal book for players wishing to improve their endgame play grandmaster glenn flear explains the fundamental principles which must be mastered taking examples from his own games and those of other players he shows how drawn positions can be converted into victories and lost positions saved at the last moment it explains the important principles of every type of ending provides an easy step by step guide to better endgame play a revolutionary layout to help readers absorb the key ideas and includes a variety of test positions to enable readers to gauge their progress 6 7 8 x 9 5 8 160 pages b w illustrations,109
16445,Mary Helen Washington,"Concentrating on carefully chosen selections from ten writers, Mary Helen Washington explores the work, the realities, and the hopes of black women writers between 1860 and 1960.,Featuring works by Harriet Jacobs, Frances Ellen Watkins Harper, Pauline E. Hopkins, Fannie Barrier Williams, Marita O. Bonner, Nella Larsen, Zora Neale Hurston, Ann Petry, Dorothy West, and Gwendolyn Brooks.,Praise for ,Invented Lives,""Mary Helen Washington has done more than any other single critic to expand the Afro-American and Anglo-American feminist canons.""--,The Women's Review of Books,""This collection is, in fact, two fine books in one: at once an anthology and a critical study.""--,New York Times Book Review, , , ""The forceful, uncompromising, and distinctive voice of Mary Helen Washington brings together foremothers and daughters . . . in a volume that presents . . . a century of black women's writing along with a vital new tradition of black feminist criticism.""--Marianne Hirsch, ,Ms. Magazine",Nonfiction,385248091,9.78E+12,https://goodreads.com/book/show/1468962.Invented_Lives,480.0,3.89,3,Invented Lives: Narratives of Black Women 1860-1960,27,invented lives: narratives of black women 1860-1960,mary helen washington,Paperback,['nonfiction'],concentrating on carefully chosen selections from ten writers mary helen washington explores the work the realities and the hopes of black women writers between 1860 and 1960 featuring works by harriet jacobs frances ellen watkins harper pauline e hopkins fannie barrier williams marita o bonner nella larsen zora neale hurston ann petry dorothy west and gwendolyn brooks praise for invented lives mary helen washington has done more than any other single critic to expand the afro american and anglo american feminist canons the women s review of books this collection is in fact two fine books in one at once an anthology and a critical study new york times book review the forceful uncompromising and distinctive voice of mary helen washington brings together foremothers and daughters in a volume that presents a century of black women s writing along with a vital new tradition of black feminist criticism marianne hirsch ms magazine,152
47524,Jayawant Dalvi,"Chakra is a different experience to middle class experience. The novel not only characterized by people in slum area, but the subject itself revolves around the challenges they face, dreams they vision but cant fulfill, difficulties faced in getting daily needs satisfied.","Literature,Marathi",863113745,9.78E+12,https://goodreads.com/book/show/12685652-chakra,167.0,3.64,2,Chakra,25,chakra,jayawant dalvi,Paperback,"['literature', 'marathi']",chakra is a different experience to middle class experience the novel not only characterized by people in slum area but the subject itself revolves around the challenges they face dreams they vision but cant fulfill difficulties faced in getting daily needs satisfied,42
17172,Nancy L. Herron,"It's here: the third edition of the highly acclaimed guide to social sciences literature! Updated and expanded, this classic comprises more than 1,500 annotated citations, offering librarians and researchers fast and easy access to some of the best and most commonly used resources in the social sciences arena. The book also serves as a standard text in universities nationwide as it gives students a comprehensive overview of must-know reference sources in both print and electronic format. Prepared by leading subject specialist librarians and arranged by discipline, the book's 12 chapters cover general social sciences, political science, economics, business, history, law and justice, anthropology, sociology, education, psychology, geography, and communication. All chapters have been revised, the essays expanded, and the annotated lists of resources have been rewritten to incorporate the latest research findings and developments.","Nonfiction,Science,Library Science,Reference",1563088827,9.78E+12,https://goodreads.com/book/show/1443964.The_Social_Sciences,494.0,3.3,2,The Social Sciences: A Cross-Disciplinary Guide to Selected Sources,20,the social sciences: a cross-disciplinary guide to selected sources,nancy l. herron,Paperback,"['nonfiction', 'science', 'library science', 'reference']",it s here the third edition of the highly acclaimed guide to social sciences literature updated and expanded this classic comprises more than 1 500 annotated citations offering librarians and researchers fast and easy access to some of the best and most commonly used resources in the social sciences arena the book also serves as a standard text in universities nationwide as it gives students a comprehensive overview of must know reference sources in both print and electronic format prepared by leading subject specialist librarians and arranged by discipline the book s 12 chapters cover general social sciences political science economics business history law and justice anthropology sociology education psychology geography and communication all chapters have been revised the essays expanded and the annotated lists of resources have been rewritten to incorporate the latest research findings and developments,138
51380,Albert Goldman,"Coinciding with the twentieth anniversary of his death, the best-selling author of Elvis and The Lives of John Lennon provides this definitive account of the final hours of Elvis's life. Reissue.","Music,Biography,Nonfiction",312925417,9.78E+12,https://goodreads.com/book/show/1274531.Elvis,192.0,3.16,3,Elvis: The Last 24 Hours,31,elvis: the last 24 hours,albert goldman,Paperback,"['music', 'biography', 'nonfiction']",coinciding with the twentieth anniversary of his death the best selling author of elvis and the lives of john lennon provides this definitive account of the final hours of elvis s life reissue,33
40636,Kim GuzmÃ¡n,"Achieving the gorgeous, hand-knit look of Tunisian cables is taught in this straightforward crochet guide with 11 wearable projects. The cabling technique is thoroughly explained with ample photographic aids, and several of the projects are designed to use a standard crochet hook to provide more versatility to intermediate crocheters. Projects include scarves, hats, wraps, a ruana, a headband, and mitts.","Crafts,Crochet",1596355514,9.78E+12,https://goodreads.com/book/show/15850480-tunisian-cables-to-crochet,48.0,4.24,2,Tunisian Cables to Crochet,21,tunisian cables to crochet,kim guzmã¡n,Paperback,"['crafts', 'crochet']",achieving the gorgeous hand knit look of tunisian cables is taught in this straightforward crochet guide with 11 wearable projects the cabling technique is thoroughly explained with ample photographic aids and several of the projects are designed to use a standard crochet hook to provide more versatility to intermediate crocheters projects include scarves hats wraps a ruana a headband and mitts,61
34654,Ayeta Anne Wangusa,"Written in the first person, this fictional biography tells the deeply moving story of a Ugandan woman forced to trade the romantic idealism of her youth for a mundane marriage, based on outmoded rules and obligations. The quest to balance the need for social respectability with the dictates of her heart, leads to painful discoveries, which finally force her to assert her individuality against oppressive social norms. Described as highly economical and poetic, the novel illuminates remote corners of family life in modern Uganda.","Cultural,Africa",997090101X,9.79E+12,https://goodreads.com/book/show/14738704-memoirs-of-a-mother,80.0,4.75,1,Memoirs of a Mother,4,memoirs of a mother,ayeta anne wangusa,Paperback,"['cultural', 'africa']",written in the first person this fictional biography tells the deeply moving story of a ugandan woman forced to trade the romantic idealism of her youth for a mundane marriage based on outmoded rules and obligations the quest to balance the need for social respectability with the dictates of her heart leads to painful discoveries which finally force her to assert her individuality against oppressive social norms described as highly economical and poetic the novel illuminates remote corners of family life in modern uganda,84
47819,H.B. London Jr.,"Give a pastor a pat on the back with a copy of H.B. London Jr.s' newest book. It says, ""We care about you!"" with pages and pages of encouraging tips, practical helps and words of wisdom from John Trent, Os Guiness, Gordon MacDonald and other respected leaders in ministry.","Christian,Christian Living",1561794678,9.78E+12,https://goodreads.com/book/show/1352267.Refresh_Renew_Revive,209.0,3.67,3,"Refresh, Renew, Revive",9,"refresh, renew, revive",h.b. london jr.,Hardcover,"['christian', 'christian living']",give a pastor a pat on the back with a copy of h b london jr s newest book it says we care about you with pages and pages of encouraging tips practical helps and words of wisdom from john trent os guiness gordon macdonald and other respected leaders in ministry,51
10923,Jed Greer,"In recent years, transnational corporations (TNCs) have been greenwashing their dismal environmental performance by posing as friends of the environment. This new book provides an overview of TNCs in the global economy and of their impacts on the global environment. It gives a general introduction to greenwashing and Provides profiles of the environmental claims of 20 global corporations involved in the chemical, energy, logging, and fishing industries. TNCs profiled in this book include DuPont, Royal Dutch/Shell, Mitsubishi, Ciba, Asea Brown Boveri, Westinghouse, Norsk Hydro, and Solvay. Drawing on a wealth of sources, and with numerous illustrations, this book contrasts corporate greenwashing with the many damaging effects of TNCs' actual behavior, and shows how TNCs remain the primary creators and peddlers of dirty, unsustainable technologies. Additionally, to help citizens move from recognizing to challenging greenwashing and the harm caused by corporate activities, the book offers guidelines and principles which citizens and communities everywhere can use to hold TNCs accountable and to regain control of their lives and environment.",Environment,945257775,9.78E+12,https://goodreads.com/book/show/1506400.Greenwash,258.0,4.25,3,Greenwash: The Reality Behind Corporate Environmentalism,12,greenwash: the reality behind corporate environmentalism,jed greer,Paperback,['environment'],in recent years transnational corporations tncs have been greenwashing their dismal environmental performance by posing as friends of the environment this new book provides an overview of tncs in the global economy and of their impacts on the global environment it gives a general introduction to greenwashing and provides profiles of the environmental claims of 20 global corporations involved in the chemical energy logging and fishing industries tncs profiled in this book include dupont royal dutch shell mitsubishi ciba asea brown boveri westinghouse norsk hydro and solvay drawing on a wealth of sources and with numerous illustrations this book contrasts corporate greenwashing with the many damaging effects of tncs actual behavior and shows how tncs remain the primary creators and peddlers of dirty unsustainable technologies additionally to help citizens move from recognizing to challenging greenwashing and the harm caused by corporate activities the book offers guidelines and principles which citizens and communities everywhere can use to hold tncs accountable and to regain control of their lives and environment,168
30042,"Phillip A. Griffiths,Joseph Harris","A comprehensive, self-contained treatment presenting general results of the theory. Establishes a geometric intuition and a working facility with specific geometric practices. Emphasizes applications through the study of interesting examples and the development of computational tools. Coverage ranges from analytic to geometric. Treats basic techniques and results of complex manifold theory, focusing on results applicable to projective varieties, and includes discussion of the theory of Riemann surfaces and algebraic curves, algebraic surfaces and the quadric line complex as well as special topics in complex manifolds.","Science,Mathematics,Textbooks",471050598,9.78E+12,https://goodreads.com/book/show/1690529.Principles_of_Algebraic_Geometry,832.0,4.41,3,Principles of Algebraic Geometry,27,principles of algebraic geometry,"phillip a. griffiths,joseph harris",Paperback,"['science', 'mathematics', 'textbooks']",a comprehensive self contained treatment presenting general results of the theory establishes a geometric intuition and a working facility with specific geometric practices emphasizes applications through the study of interesting examples and the development of computational tools coverage ranges from analytic to geometric treats basic techniques and results of complex manifold theory focusing on results applicable to projective varieties and includes discussion of the theory of riemann surfaces and algebraic curves algebraic surfaces and the quadric line complex as well as special topics in complex manifolds,86
28842,Paul M. Cohn,"Most parts of algebra have undergone great changes and advances in recent years, perhaps none more so than ring theory. In this volume, Paul Cohn provides a clear and structured introduction to the subject.,After a chapter on the definition of rings and modules there are brief accounts of Artinian rings, commutative Noetherian rings and ring constructions, such as the direct product. Tensor product and rings of fractions, followed by a description of free rings. The reader is assumed to have a basic understanding of set theory, group theory and vector spaces. Over two hundred carefully selected exercises are included, most with outline solutions.","Science,Mathematics",1852332069,9.78E+12,https://goodreads.com/book/show/1145495.Introduction_to_Ring_Theory,229.0,4.6,0,Introduction to Ring Theory,5,introduction to ring theory,paul m. cohn,Paperback,"['science', 'mathematics']",most parts of algebra have undergone great changes and advances in recent years perhaps none more so than ring theory in this volume paul cohn provides a clear and structured introduction to the subject after a chapter on the definition of rings and modules there are brief accounts of artinian rings commutative noetherian rings and ring constructions such as the direct product tensor product and rings of fractions followed by a description of free rings the reader is assumed to have a basic understanding of set theory group theory and vector spaces over two hundred carefully selected exercises are included most with outline solutions,104
13800,Lily May Spaulding,"Godey's Lady's Book, perhaps the most popular magazine for women in nineteenth-century America, had a national circulation of 150,000 during the 1860s. The recipes (spelled """"receipts"""") it published were often submitted by women from both the North and the South, and they reveal the wide variety of regional cooking that characterized American culture. There is a remarkable diversity in the recipes, thanks to the largely rural readership of Godey's Lady's Book and to the immigrant influence on the country in the 1860s. Fish and game were readily available in rural America, and the number of seafood recipes testifies to the abundance of the coastal waters and rivers. The country cook was a frugal cook, particularly during wartime, so there are a great many recipes for leftovers and seasonal produce. In addition to a wide sampling of recipes that can be used today, Civil War Recipes includes information on Union and Confederate army rations, cooking on both homefronts, and substitutions used during the war by southern cooks.","Food and Drink,Cookbooks,Food and Drink,Cooking,Military History,Civil War,History,Food History",813120829,9.78E+12,https://goodreads.com/book/show/1096571.Civil_War_Recipes,272.0,4.2,1,Civil War Recipes: Receipts from the Pages of Godey's Lady's Book,35,civil war recipes: receipts from the pages of godey's lady's book,lily may spaulding,Hardcover,"['food and drink', 'cookbooks', 'cooking', 'military history', 'civil war', 'history', 'food history']",godey s lady s book perhaps the most popular magazine for women in nineteenth century america had a national circulation of 150 000 during the 1860s the recipes spelled receipts it published were often submitted by women from both the north and the south and they reveal the wide variety of regional cooking that characterized american culture there is a remarkable diversity in the recipes thanks to the largely rural readership of godey s lady s book and to the immigrant influence on the country in the 1860s fish and game were readily available in rural america and the number of seafood recipes testifies to the abundance of the coastal waters and rivers the country cook was a frugal cook particularly during wartime so there are a great many recipes for leftovers and seasonal produce in addition to a wide sampling of recipes that can be used today civil war recipes includes information on union and confederate army rations cooking on both homefronts and substitutions used during the war by southern cooks,172
9832,Chris   Myers,"Wild Things, is a brand new Channel 4 show that will bring botany to a whole new audience. This groundbreaking and informative programme will uncover the mysteries behind the dramatic changes in the distribution of wild plants in Britain over the last fifty years and will show how these changes affect biodiversity on a local and national scale. Did you know, for example, that our national tipple, the gin and tonic, could be under threat? Juniper bushes are disappearing in much of England and Wales - but in Scotland, it's a different story. The Wild Things will tell you the reasons for this development.,This attractive, illustrated book will examine the stories behind the redistribution of our plants in a variety of habitats including woodland, mountains and wetlands. It will include stunning colour photographs of the plants in their native environments and will use maps from the Botanical Society of the British Isles to illustrate the striking contrast of our landscape between the present day and fifty years ago.,This fascinating guide, written by the botanists who present the Wild Things programme, will inspire everyone to look at the world around them in a completely new way.","Nonfiction,Nature,Plants",1905026994,9.78E+12,https://goodreads.com/book/show/15797200-the-wild-things-guide-to-the-changing-plants-of-the-british-isles,256.0,3.71,0,The Wild Things Guide to the Changing Plants of the British Isles,7,the wild things guide to the changing plants of the british isles,chris   myers,Hardcover,"['nonfiction', 'nature', 'plants']",wild things is a brand new channel 4 show that will bring botany to a whole new audience this groundbreaking and informative programme will uncover the mysteries behind the dramatic changes in the distribution of wild plants in britain over the last fifty years and will show how these changes affect biodiversity on a local and national scale did you know for example that our national tipple the gin and tonic could be under threat juniper bushes are disappearing in much of england and wales but in scotland it s a different story the wild things will tell you the reasons for this development this attractive illustrated book will examine the stories behind the redistribution of our plants in a variety of habitats including woodland mountains and wetlands it will include stunning colour photographs of the plants in their native environments and will use maps from the botanical society of the british isles to illustrate the striking contrast of our landscape between the present day and fifty years ago this fascinating guide written by the botanists who present the wild things programme will inspire everyone to look at the world around them in a completely new way,197
5239,"Paul Atkinson,Robert Vieira","Get up to speed on the extensive changes to the newest release of Microsoft SQL ServerThe 2012 release of Microsoft SQL Server changes how you develop applications for SQL Server. With this comprehensive resource, SQL Server authority Robert Vieira presents the fundamentals of database design and SQL concepts, and then shows you how to apply these concepts using the updated SQL Server. Publishing time and date with the 2012 release, ""Beginning Microsoft SQL Server 2012 Programming"" begins with a quick overview of database design basics and the SQL query language and then quickly proceeds to show you how to implement the fundamental concepts of Microsoft SQL Server 2012.,You'll explore the key additions and changes to this newest version, including conditional action constructs, enhanced controls for results paging, application integration with SharePoint and Excel, and development of BI applications.Covers new features such as SQL Azure for cloud computing, client-connectivity enhancements, security and compliance, data replication, and data warehouse performance improvements Addresses essential topics including managing keys, writing scripts, and working with store procedures Shares helpful techniques for creating and changing tables, programming with XML, and using SQL Server Reporting and Integration Services,""Beginning Microsoft SQL Server 2012 Programming"" demystifies even the most difficult challenges you may face with the new version of Microsoft SQL Server.","Computer Science,Programming",1118102282,9.78E+12,https://goodreads.com/book/show/13838064-beginning-microsoft-sql-server-2012-programming,864.0,4.32,4,Beginning Microsoft SQL Server 2012 Programming,28,beginning microsoft sql server 2012 programming,"paul atkinson,robert vieira",Paperback,"['computer science', 'programming']",get up to speed on the extensive changes to the newest release of microsoft sql serverthe 2012 release of microsoft sql server changes how you develop applications for sql server with this comprehensive resource sql server authority robert vieira presents the fundamentals of database design and sql concepts and then shows you how to apply these concepts using the updated sql server publishing time and date with the 2012 release beginning microsoft sql server 2012 programming begins with a quick overview of database design basics and the sql query language and then quickly proceeds to show you how to implement the fundamental concepts of microsoft sql server 2012 you ll explore the key additions and changes to this newest version including conditional action constructs enhanced controls for results paging application integration with sharepoint and excel and development of bi applications covers new features such as sql azure for cloud computing client connectivity enhancements security and compliance data replication and data warehouse performance improvements addresses essential topics including managing keys writing scripts and working with store procedures shares helpful techniques for creating and changing tables programming with xml and using sql server reporting and integration services beginning microsoft sql server 2012 programming demystifies even the most difficult challenges you may face with the new version of microsoft sql server,218
10132,Marilyn Singer,"Solomom Yanish uncovers his family ties to a celestial circus in this quirky middle grade novel.,Solly heard a noise coming from his closet. This time it wasn't a rattling. It was a small, spongy noise, like a balloon bobbing. Cautiously he opened the door.,The plastic lizard was standing there, its feet in the trash can, its head grazing the top shelf. It looked at Solly with yellow eyes and spoke: Freeble, freeble, freeble.,Solomon Yanish has it rough. His mother has disappeared from his life, his father is constantly away on business trips, and now Solly is stuck with two crabby stepbrothers and an evil stepmother he calls Old Staircase. What's worse, Solly can't seem to get a straight answer about his family's past. But who's keeping it from him, and why?,Enter The Circus Lunicus, and Freeble -- a fairy godmother in shrink-wrapped disguise. Suddenly things start to make sense. Until some strange transformations begin . . . Can Solly uncover the mystery behind his heritage before the circus leaves town?,This fast-paced novel is full of bizarre characters and surprising revelations. So forget what you know about the circus and grab a bucket of worms. Things are going to get weird...","Childrens,Childrens,Middle Grade,Fantasy",805062688,9.78E+12,https://goodreads.com/book/show/1166407.The_Circus_Lunicus,176.0,4.32,5,The Circus Lunicus,19,the circus lunicus,marilyn singer,Hardcover,"['childrens', 'middle grade', 'fantasy']",solomom yanish uncovers his family ties to a celestial circus in this quirky middle grade novel solly heard a noise coming from his closet this time it wasn t a rattling it was a small spongy noise like a balloon bobbing cautiously he opened the door the plastic lizard was standing there its feet in the trash can its head grazing the top shelf it looked at solly with yellow eyes and spoke freeble freeble freeble solomon yanish has it rough his mother has disappeared from his life his father is constantly away on business trips and now solly is stuck with two crabby stepbrothers and an evil stepmother he calls old staircase what s worse solly can t seem to get a straight answer about his family s past but who s keeping it from him and why enter the circus lunicus and freeble a fairy godmother in shrink wrapped disguise suddenly things start to make sense until some strange transformations begin can solly uncover the mystery behind his heritage before the circus leaves town this fast paced novel is full of bizarre characters and surprising revelations so forget what you know about the circus and grab a bucket of worms things are going to get weird,208
39776,Norman Miller,"Beer Lover's New England ,features breweries, brewpubs and beer bars geared toward hop heads looking to seek out the best beers--from bitter seasonal IPAs to rich, dark stouts--New England has to offer. ,Beer Lover's, guides also offer beer receipes for home brewers, regional food recipes that incorporate beer, suggested regional food and beer pairings, and walkable pub crawl itineraries for craft beer-centric destinations.","Alcohol,Beer,Nonfiction",762779969,9.78E+12,https://goodreads.com/book/show/13092488-beer-lover-s-new-england,288.0,3.75,2,Beer Lover's New England,16,beer lover's new england,norman miller,Paperback,"['alcohol', 'beer', 'nonfiction']",beer lover s new england features breweries brewpubs and beer bars geared toward hop heads looking to seek out the best beers from bitter seasonal ipas to rich dark stouts new england has to offer beer lover s guides also offer beer receipes for home brewers regional food recipes that incorporate beer suggested regional food and beer pairings and walkable pub crawl itineraries for craft beer centric destinations,68
18715,Darlene Zimmerman,"A Breath of Fresh Air for Your Fabric Collection,For years, quilter, teacher and designer Darlene Zimmerman has been creating exclusive patterns of quilts and small projects for retailers with her Clothesline Club collection. Now, 22 top-drawer quilting and sewing projects are brought to you in ""Fresh From The Clothesline""! You'll find a fun range of projects from the quick-to-sew to the large-and-loving-them quilts, all featuring beautiful 1930s reproduction fabrics. A further 6 variations illustrate how to make use of the new fabric designs on the market.,Inside you'll find:,22 projects featuring small and large quilt designs as well as smaller items, like place mats and tree skirts,Easy-to-follow instructions with crisp illustrations,Recipes and stories that take you back and tickle your fancy,Search your stash and sew up something to show off with ""Fresh From The Clothesline""!","Crafts,Quilting,Art,Crafts",1440217750,9.78E+12,https://goodreads.com/book/show/12861172-fresh-from-the-clothesline,126.0,3.75,4,Fresh from the Clothesline: Quilts and Small Projects with Vintage Appeal,28,fresh from the clothesline: quilts and small projects with vintage appeal,darlene zimmerman,Paperback,"['crafts', 'quilting', 'art']",a breath of fresh air for your fabric collection for years quilter teacher and designer darlene zimmerman has been creating exclusive patterns of quilts and small projects for retailers with her clothesline club collection now 22 top drawer quilting and sewing projects are brought to you in fresh from the clothesline you ll find a fun range of projects from the quick to sew to the large and loving them quilts all featuring beautiful 1930s reproduction fabrics a further 6 variations illustrate how to make use of the new fabric designs on the market inside you ll find 22 projects featuring small and large quilt designs as well as smaller items like place mats and tree skirts easy to follow instructions with crisp illustrations recipes and stories that take you back and tickle your fancy search your stash and sew up something to show off with fresh from the clothesline,150
